PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,TravelClass
303,0,3,Passenger_303,female,,4,0,TKT68531,155.69,,S,5,Miss,Business
304,1,1,Passenger_304,female,33.1,2,1,TKT22940,48.04,D56,C,4,Miss,Economy
305,1,3,Passenger_305,male,29.2,4,1,TKT26932,130.73,D56,C,6,Mr,First
306,1,1,Passenger_306,male,34.0,2,0,TKT66827,180.27,C123,Q,3,Mr,First
307,0,2,Passenger_307,female,37.3,4,3,TKT71431,243.45,,Q,8,Master,Business
308,0,3,Passenger_308,female,39.0,3,1,TKT34648,54.34,nan,Q,5,Master,Business
309,1,1,Passenger_309,male,37.8,1,3,TKT42966,7.34,nan,S,5,Mrs,Economy
310,0,3,Passenger_310,male,31.3,3,1,TKT37777,23.45,,Q,5,Master,First
311,0,3,Passenger_311,female,27.2,0,1,TKT42567,97.08,C85,S,2,Miss,Economy
312,0,3,Passenger_312,female,,1,3,TKT27174,206.03,,S,5,Mrs,First
313,0,1,Passenger_313,male,27.3,3,1,TKT52598,6.75,,S,5,Mrs,Business
314,1,2,Passenger_314,male,45.9,0,3,TKT69199,116.9,D56,S,4,Mrs,Economy
315,1,3,Passenger_315,male,,2,0,TKT23798,85.66,,Q,3,Mr,Economy
316,1,3,Passenger_316,female,1.0,2,3,TKT75364,17.86,,C,6,Master,First
317,0,3,Passenger_317,male,39.2,4,0,TKT27558,115.31,,C,5,Mrs,First
318,0,2,Passenger_318,female,32.7,1,1,TKT71084,67.41,B28,C,3,Mr,First
319,0,3,Passenger_319,male,29.7,2,3,TKT54237,91.21,,Q,6,Mr,Business
320,0,3,Passenger_320,male,24.6,1,1,TKT75497,177.88,D56,C,3,Mrs,Economy
321,0,3,Passenger_321,male,45.7,2,3,TKT10178,132.78,,Q,6,Mrs,First
322,1,1,Passenger_322,male,43.3,4,0,TKT96006,35.54,C85,Q,5,Miss,Business
323,1,3,Passenger_323,female,19.2,3,0,TKT27118,240.55,,Q,4,Mrs,First
324,0,3,Passenger_324,female,35.7,4,3,TKT32616,160.8,,C,8,Miss,Economy
325,1,3,Passenger_325,male,,0,0,TKT10798,192.64,C85,C,1,Mrs,First
326,1,2,Passenger_326,female,10.7,2,1,TKT17601,24.41,,C,4,Mrs,Economy
327,0,3,Passenger_327,male,21.2,0,1,TKT35363,,,S,2,Master,Business
328,0,3,Passenger_328,male,42.1,0,2,TKT12795,9.76,C123,Q,3,Mrs,Business
329,0,1,Passenger_329,male,43.3,1,0,TKT55264,51.25,D56,S,2,Mrs,First
330,0,3,Passenger_330,male,37.2,2,1,TKT82833,106.53,B28,Q,4,Miss,Economy
331,0,3,Passenger_331,female,40.2,0,3,TKT13084,234.28,E46,C,4,Miss,Economy
332,1,1,Passenger_332,male,37.2,3,0,TKT86646,116.98,C123,Q,4,Master,Economy
333,0,2,Passenger_333,male,21.0,0,1,TKT10731,76.11,C123,,2,Mrs,First
334,0,3,Passenger_334,female,36.0,3,0,TKT11129,142.67,D56,S,4,Mrs,Economy
335,0,1,Passenger_335,male,41.2,1,3,TKT38022,32.42,D56,Q,5,Miss,Economy
336,0,3,Passenger_336,male,40.6,0,1,TKT11605,154.33,,C,2,Mr,Economy
337,1,2,Passenger_337,male,46.6,4,2,TKT87506,144.27,,Q,7,Mr,Economy
338,1,3,Passenger_338,female,39.9,1,2,TKT54130,199.04,,Q,4,Mr,First
339,0,1,Passenger_339,male,34.9,3,0,TKT39265,246.74,,Q,4,Miss,First
340,0,3,Passenger_340,female,45.0,1,3,TKT42330,66.46,,S,5,Miss,Economy
341,0,3,Passenger_341,male,29.6,0,1,TKT78469,129.87,,Q,2,Mr,Economy
342,0,3,Passenger_342,male,17.7,2,3,TKT25187,227.67,C85,Q,6,Mr,Business
343,0,3,Passenger_343,female,27.7,2,1,TKT35791,197.37,,S,4,Mrs,Business
344,0,1,Passenger_344,male,19.6,3,0,TKT80610,124.41,,S,4,Miss,Economy
345,0,3,Passenger_345,male,20.5,3,1,TKT49867,236.62,,S,5,Miss,Economy
346,0,1,Passenger_346,female,28.0,2,3,TKT10893,19.02,,S,6,Mr,Business
347,1,1,Passenger_347,female,18.9,3,3,TKT29773,233.09,,C,7,Mr,Business
348,0,2,Passenger_348,female,25.7,1,0,TKT14239,17.37,B28,C,2,Master,Economy
349,0,3,Passenger_349,female,3.5,4,3,TKT30863,139.09,,Q,8,Miss,First
350,1,3,Passenger_350,female,,4,1,TKT61415,223.16,,C,6,Master,First
351,0,3,Passenger_351,male,30.0,1,0,TKT78968,69.37,,Q,2,Mrs,Economy
352,1,2,Passenger_352,female,18.6,4,1,TKT70430,120.7,,C,6,Master,Economy
353,1,2,Passenger_353,male,39.2,0,3,TKT11515,84.46,C123,S,4,Mr,Business
354,0,3,Passenger_354,male,43.1,1,0,TKT24605,238.28,,S,2,Miss,Business
355,0,2,Passenger_355,male,7.5,3,1,TKT66240,206.79,,C,5,Miss,First
356,1,3,Passenger_356,female,19.3,1,3,TKT15586,178.71,C85,C,5,Master,Economy
357,0,1,Passenger_357,female,19.2,2,3,TKT41186,148.97,,Q,6,Master,Business
358,0,3,Passenger_358,male,16.8,3,2,TKT36928,206.04,,Q,6,Mrs,First
359,1,3,Passenger_359,female,41.6,2,3,TKT93087,101.11,,Q,6,Mrs,First
360,0,1,Passenger_360,female,27.3,3,1,TKT97029,114.65,,S,5,Mr,First
361,0,1,Passenger_361,female,26.3,4,0,TKT30711,183.85,,S,5,Mr,Business
362,1,3,Passenger_362,female,1.9,1,2,TKT64962,92.65,,S,4,Mr,Business
363,0,3,Passenger_363,male,,0,3,TKT30039,20.66,,S,4,Master,Economy
364,0,2,Passenger_364,male,12.7,3,3,TKT46561,23.21,E46,Q,7,Master,Economy
365,1,3,Passenger_365,female,30.8,3,3,TKT85483,33.26,nan,S,7,Miss,First
366,0,1,Passenger_366,male,33.9,2,1,TKT91395,218.07,,S,4,Mr,First
367,1,2,Passenger_367,female,49.0,4,2,TKT98658,120.7,,S,7,Master,Business
368,1,3,Passenger_368,female,11.7,2,1,TKT11577,179.66,C123,S,4,Miss,Business
369,0,2,Passenger_369,male,1.0,2,2,TKT38350,101.26,,C,5,Mr,Economy
370,0,3,Passenger_370,male,32.6,4,0,TKT43798,68.38,,Q,5,Mrs,Economy
371,0,2,Passenger_371,male,55.2,0,1,TKT91417,90.06,,Q,2,Mrs,Economy
372,0,2,Passenger_372,female,47.3,2,1,TKT20785,199.57,,S,4,Master,Business
373,0,3,Passenger_373,male,32.9,2,0,TKT82227,158.18,C123,C,3,Miss,First
374,1,2,Passenger_374,female,23.1,3,2,TKT71957,234.72,D56,Q,6,Mrs,Economy
375,0,3,Passenger_375,male,41.3,4,3,TKT75431,171.53,,,8,Miss,Economy
376,0,1,Passenger_376,male,16.4,1,0,TKT27297,144.69,,S,2,Miss,Business
377,1,1,Passenger_377,female,36.7,0,3,TKT81894,154.5,,S,4,Mrs,Economy
378,0,1,Passenger_378,female,37.1,0,3,TKT73772,235.88,,Q,4,Miss,First
379,1,3,Passenger_379,female,44.8,4,0,TKT29581,198.11,,Q,5,Mrs,Business
380,0,2,Passenger_380,female,68.6,3,2,TKT65192,10.89,,C,6,Master,Economy
381,0,3,Passenger_381,female,35.5,3,3,TKT11462,135.86,,Q,7,Mr,Economy
382,1,3,Passenger_382,female,,4,0,TKT74173,173.64,,Q,5,Mr,Business
383,1,3,Passenger_383,female,,3,1,TKT25511,188.43,C123,S,5,Master,Business
384,1,1,Passenger_384,female,5.2,0,1,TKT86106,57.22,nan,Q,2,Mrs,Economy
385,1,3,Passenger_385,male,,0,1,TKT58665,217.46,B28,S,2,Mrs,First
386,1,3,Passenger_386,female,24.3,1,0,TKT54414,239.18,,Q,2,Mrs,Business
387,0,3,Passenger_387,female,22.7,4,1,TKT91010,63.0,C85,Q,6,Mrs,First
388,0,3,Passenger_388,male,32.1,2,3,TKT82573,221.24,,,6,Master,Economy
389,1,3,Passenger_389,female,18.5,2,1,TKT23386,28.76,,C,4,Mr,First
390,1,3,Passenger_390,male,45.7,1,1,TKT64460,18.65,,S,3,Miss,Economy
391,1,1,Passenger_391,male,30.0,1,3,TKT16221,36.66,,C,5,Miss,Economy
392,0,1,Passenger_392,female,29.9,3,1,TKT33474,19.15,C85,Q,5,Mr,Economy
393,0,3,Passenger_393,male,25.4,1,3,TKT31045,212.03,C85,C,5,Master,Economy
394,1,3,Passenger_394,female,32.2,1,1,TKT14922,19.47,nan,S,3,Miss,First
395,0,3,Passenger_395,male,41.6,2,3,TKT32706,71.56,E46,Q,6,Mr,Economy
396,1,3,Passenger_396,male,17.9,3,1,TKT52771,30.42,,C,5,Master,Economy
397,1,1,Passenger_397,male,20.8,1,3,TKT62335,77.38,,C,5,Miss,First
398,0,1,Passenger_398,female,25.7,1,0,TKT62949,27.19,,S,2,Mrs,Business
399,1,3,Passenger_399,female,11.2,3,3,TKT80714,168.66,C85,C,7,Mrs,First
400,1,2,Passenger_400,male,18.5,4,1,TKT25240,37.67,,S,6,Master,First
401,0,1,Passenger_401,male,23.3,3,1,TKT12716,213.7,D56,Q,5,Mrs,First
402,1,3,Passenger_402,female,42.2,2,2,TKT26574,205.21,D56,Q,5,Master,Economy
403,0,1,Passenger_403,female,33.7,4,3,TKT93255,8.35,,C,8,Mr,Economy
404,1,3,Passenger_404,male,32.7,0,0,TKT83717,224.45,,Q,1,Mr,Economy
405,0,2,Passenger_405,male,41.9,3,3,TKT54066,12.09,B28,Q,7,Miss,Business
406,1,3,Passenger_406,female,,2,3,TKT71826,63.71,,C,6,Master,Economy
407,0,2,Passenger_407,female,35.5,4,0,TKT30213,12.94,C85,Q,5,Miss,Business
408,0,3,Passenger_408,female,28.6,3,3,TKT81916,,,C,7,Miss,Economy
409,1,1,Passenger_409,female,33.7,1,0,TKT76151,130.9,D56,S,2,Mr,First
410,0,1,Passenger_410,female,21.8,3,0,TKT60906,200.18,nan,S,4,Miss,Economy
411,0,2,Passenger_411,male,1.0,0,3,TKT10463,87.81,,S,4,Mrs,Business
412,1,3,Passenger_412,female,28.1,3,3,TKT41973,177.85,C123,C,7,Miss,Business
413,1,3,Passenger_413,male,49.9,4,1,TKT84694,50.94,,C,6,Master,Economy
414,0,2,Passenger_414,female,43.0,4,1,TKT30651,188.9,C123,Q,6,Mrs,First
415,1,3,Passenger_415,male,43.5,3,2,TKT78694,62.82,C85,Q,6,Mr,Economy
416,0,3,Passenger_416,female,47.3,4,2,TKT30008,40.17,,Q,7,Master,Economy
417,0,3,Passenger_417,female,31.2,1,3,TKT80474,50.43,C123,Q,5,Mrs,Economy
418,0,1,Passenger_418,male,32.8,3,0,TKT48185,49.61,nan,Q,4,Master,First
419,1,3,Passenger_419,male,21.4,1,2,TKT97924,130.65,nan,C,4,Mrs,Business
420,1,1,Passenger_420,female,25.6,1,3,TKT84417,211.98,C123,C,5,Master,First
421,1,2,Passenger_421,female,38.6,2,2,TKT81139,24.5,,S,5,Master,Business
422,1,3,Passenger_422,female,46.9,3,0,TKT44980,178.2,,S,4,Mrs,Business
423,0,1,Passenger_423,female,28.0,4,3,TKT32504,165.31,C123,S,8,Mr,Business
424,0,3,Passenger_424,female,23.7,1,0,TKT64970,218.77,C85,S,2,Mr,First
425,0,3,Passenger_425,male,30.0,2,3,TKT26766,64.82,,C,6,Master,Economy
426,0,3,Passenger_426,male,38.4,3,2,TKT21695,115.28,,C,6,Master,Economy
427,0,3,Passenger_427,female,9.8,3,1,TKT27796,231.83,,C,5,Mr,Economy
428,1,1,Passenger_428,male,1.0,0,2,TKT52543,166.7,,Q,3,Mr,Economy
429,0,2,Passenger_429,male,22.3,0,2,TKT24559,100.25,,Q,3,Miss,Economy
430,0,3,Passenger_430,male,12.9,1,1,TKT43139,37.2,,S,3,Mr,First
431,0,1,Passenger_431,female,22.9,0,1,TKT18802,69.31,,Q,2,Master,First
432,1,2,Passenger_432,male,27.9,1,3,TKT83843,147.4,,C,5,Mrs,First
433,0,1,Passenger_433,female,23.7,4,3,TKT50205,180.95,,S,8,Mr,First
434,0,1,Passenger_434,male,50.3,1,0,TKT44159,35.48,,S,2,Miss,First
435,0,2,Passenger_435,female,34.6,0,0,TKT21516,151.9,nan,Q,1,Miss,First
436,1,1,Passenger_436,male,34.2,4,2,TKT60492,139.84,,S,7,Miss,First
437,0,3,Passenger_437,female,38.7,0,1,TKT39086,130.92,,Q,2,Mrs,Economy
438,1,3,Passenger_438,female,14.1,1,0,TKT40480,174.08,,Q,2,Mr,Business
439,1,3,Passenger_439,male,,2,2,TKT62091,210.18,,S,5,Mr,First
440,0,1,Passenger_440,female,28.9,3,1,TKT57766,84.13,,Q,5,Mr,Business
441,0,1,Passenger_441,female,39.4,0,3,TKT48737,222.81,E46,Q,4,Mrs,First
442,1,1,Passenger_442,female,15.0,1,2,TKT19265,44.36,,Q,4,Mrs,First
443,0,3,Passenger_443,female,8.2,4,3,TKT80990,47.39,,Q,8,Master,Economy
444,0,3,Passenger_444,female,,0,0,TKT25386,70.36,,S,1,Miss,Business
445,1,1,Passenger_445,female,35.3,0,0,TKT47425,34.29,,C,1,Miss,Economy
446,1,3,Passenger_446,female,17.4,3,1,TKT53254,61.43,,C,5,Mr,Economy
447,1,1,Passenger_447,female,17.8,1,2,TKT99863,31.07,nan,Q,4,Mrs,Business
448,1,3,Passenger_448,male,45.8,2,3,TKT63634,206.33,D56,Q,6,Mrs,Economy
449,0,3,Passenger_449,male,13.3,4,1,TKT96717,39.05,,Q,6,Mr,First
450,0,3,Passenger_450,female,53.0,1,0,TKT57662,188.09,,C,2,Mr,First
451,1,3,Passenger_451,female,17.4,4,0,TKT96988,16.74,,Q,5,Master,First
452,0,3,Passenger_452,male,38.9,0,2,TKT97527,237.39,,S,3,Miss,First
453,0,2,Passenger_453,male,,3,3,TKT85452,,C85,,7,Miss,First
454,1,3,Passenger_454,male,38.4,3,2,TKT20143,6.67,,S,6,Miss,Economy
455,0,1,Passenger_455,female,22.4,2,3,TKT25581,192.14,nan,C,6,Master,Economy
456,0,3,Passenger_456,male,27.7,3,3,TKT77443,130.95,E46,Q,7,Mr,First
457,0,3,Passenger_457,female,30.6,0,2,TKT39424,195.94,B28,Q,3,Mr,First
458,0,3,Passenger_458,female,16.0,2,1,TKT98844,133.01,E46,Q,4,Miss,Economy
459,0,3,Passenger_459,male,40.4,1,2,TKT51984,162.05,,C,4,Miss,Business
460,0,3,Passenger_460,female,22.8,3,2,TKT51505,197.65,D56,C,6,Master,Economy
461,0,3,Passenger_461,female,26.8,2,0,TKT72699,104.25,,,3,Mrs,Economy
462,1,3,Passenger_462,female,16.1,0,0,TKT36957,5.66,C123,C,1,Mrs,Economy
463,1,1,Passenger_463,female,1.0,4,2,TKT35464,213.24,,S,7,Miss,Economy
464,0,1,Passenger_464,male,27.3,4,2,TKT33649,98.32,,C,7,Master,Economy
465,1,2,Passenger_465,male,63.8,0,0,TKT52065,126.53,B28,C,1,Miss,Business
466,0,1,Passenger_466,female,41.0,0,3,TKT44758,6.9,,C,4,Mrs,First
467,0,3,Passenger_467,female,29.7,4,2,TKT15596,125.56,B28,Q,7,Miss,First
468,1,1,Passenger_468,male,26.3,2,1,TKT26374,246.69,B28,Q,4,Mrs,Business
469,0,3,Passenger_469,female,30.3,4,1,TKT13775,73.18,,Q,6,Mrs,First
470,1,2,Passenger_470,male,37.7,0,1,TKT37388,101.88,,S,2,Mrs,First
471,0,1,Passenger_471,female,13.5,3,2,TKT31029,173.36,,,6,Mr,First
472,1,3,Passenger_472,female,45.6,1,3,TKT93981,204.62,,C,5,Mr,Business
473,0,3,Passenger_473,male,40.0,3,3,TKT63639,107.26,,Q,7,Miss,Business
474,1,3,Passenger_474,male,40.1,3,0,TKT24645,80.87,C123,S,4,Mrs,First
475,0,3,Passenger_475,male,,0,2,TKT41105,234.77,E46,Q,3,Mr,First
476,1,3,Passenger_476,male,30.3,4,3,TKT23668,170.9,,S,8,Miss,First
477,0,1,Passenger_477,female,,2,2,TKT25960,34.16,B28,S,5,Miss,Economy
478,0,3,Passenger_478,male,38.3,3,0,TKT21357,,C123,C,4,Miss,Economy
479,1,3,Passenger_479,female,25.0,4,0,TKT74604,123.47,E46,C,5,Miss,Economy
480,0,3,Passenger_480,male,22.0,2,0,TKT61796,58.92,,S,3,Miss,Business
481,1,1,Passenger_481,male,31.4,3,1,TKT25804,67.23,E46,C,5,Master,First
482,1,3,Passenger_482,female,51.7,2,2,TKT24626,220.03,D56,S,5,Mrs,Business
483,0,1,Passenger_483,male,12.7,4,0,TKT38132,26.94,,S,5,Miss,Business
484,1,1,Passenger_484,male,9.5,1,2,TKT17951,180.26,,Q,4,Master,Business
485,0,2,Passenger_485,male,32.3,4,1,TKT16449,71.43,C123,C,6,Mrs,First
486,1,3,Passenger_486,male,30.7,0,1,TKT29065,191.28,nan,C,2,Mr,Economy
487,0,3,Passenger_487,female,32.4,2,0,TKT19130,181.99,nan,C,3,Miss,First
488,0,3,Passenger_488,female,33.4,1,0,TKT99360,6.81,,Q,2,Master,First
489,1,3,Passenger_489,male,26.9,2,3,TKT72287,129.74,,Q,6,Mr,Business
490,1,2,Passenger_490,male,50.9,2,2,TKT61702,39.13,,Q,5,Master,Business
491,0,2,Passenger_491,male,7.6,3,0,TKT46993,217.23,,C,4,Mrs,Business
492,1,2,Passenger_492,female,18.4,0,3,TKT41875,218.54,E46,C,4,Mrs,Economy
493,0,3,Passenger_493,female,28.6,2,2,TKT16054,107.49,,C,5,Mr,Economy
494,0,1,Passenger_494,female,7.0,4,0,TKT58517,113.88,,Q,5,Master,Economy
495,0,3,Passenger_495,female,,4,3,TKT86368,79.3,E46,,8,Miss,First
496,0,3,Passenger_496,male,53.3,3,3,TKT39670,180.57,,S,7,Miss,Business
497,0,2,Passenger_497,male,30.3,0,2,TKT59112,92.87,,,3,Mr,First
498,0,3,Passenger_498,male,33.2,0,3,TKT98388,70.61,,S,4,Mr,Economy
499,1,3,Passenger_499,female,12.4,4,2,TKT99156,110.9,,C,7,Mr,Business
500,1,3,Passenger_500,male,21.4,1,2,TKT38307,,,Q,4,Master,Economy
501,1,3,Passenger_501,female,24.7,3,2,TKT77087,187.92,D56,C,6,Miss,Business
502,0,2,Passenger_502,female,25.6,3,1,TKT57922,8.09,C123,C,5,Miss,Business
503,0,2,Passenger_503,male,47.9,4,3,TKT73080,162.9,E46,C,8,Miss,First
504,1,3,Passenger_504,male,37.8,4,2,TKT89335,49.8,,C,7,Mr,First
505,1,3,Passenger_505,male,14.4,1,0,TKT36312,61.94,nan,Q,2,Miss,Economy
506,0,1,Passenger_506,female,33.5,1,1,TKT76985,160.73,,C,3,Mrs,First
507,1,3,Passenger_507,female,37.0,0,1,TKT67608,248.27,,S,2,Mr,First
508,1,3,Passenger_508,male,46.0,3,3,TKT99962,195.54,,Q,7,Miss,First
509,1,3,Passenger_509,male,52.1,3,2,TKT50277,60.33,B28,C,6,Master,Business
510,1,1,Passenger_510,female,15.8,4,3,TKT41551,48.13,,Q,8,Mr,First
511,0,3,Passenger_511,male,18.6,0,1,TKT99813,217.23,,S,2,Mrs,Economy
512,0,3,Passenger_512,female,12.4,3,2,TKT66597,113.83,D56,C,6,Mrs,Business
513,1,1,Passenger_513,female,26.7,0,0,TKT55212,38.58,B28,S,1,Master,Business
514,1,1,Passenger_514,male,36.5,0,2,TKT19637,216.24,B28,C,3,Master,First
515,0,3,Passenger_515,male,43.8,4,1,TKT53258,204.94,,S,6,Mr,Business
516,0,1,Passenger_516,male,28.9,0,0,TKT45693,246.06,C85,C,1,Mr,Economy
517,0,3,Passenger_517,male,25.5,1,2,TKT19824,227.89,,Q,4,Mrs,Economy
518,1,3,Passenger_518,female,32.1,1,0,TKT36950,213.69,,C,2,Master,Business
519,1,2,Passenger_519,female,18.3,2,0,TKT33488,17.88,,Q,3,Mr,First
520,0,3,Passenger_520,female,59.3,4,1,TKT10215,30.58,D56,C,6,Mrs,First
521,0,2,Passenger_521,male,7.5,2,0,TKT21523,144.4,D56,C,3,Master,Business
522,0,3,Passenger_522,female,32.6,1,3,TKT85900,135.21,C123,S,5,Mrs,Economy
523,1,2,Passenger_523,male,58.3,2,1,TKT78689,117.2,C123,S,4,Miss,Business
524,1,3,Passenger_524,male,30.1,4,3,TKT33834,102.21,C85,S,8,Master,First
525,1,1,Passenger_525,male,27.3,4,0,TKT44474,110.65,,C,5,Mr,First
526,0,2,Passenger_526,male,25.0,0,3,TKT53066,144.48,,C,4,Mr,Business
527,0,3,Passenger_527,male,27.5,3,2,TKT20400,5.51,C85,C,6,Miss,Economy
528,0,2,Passenger_528,male,49.2,0,0,TKT20345,68.87,E46,Q,1,Master,Business
529,0,3,Passenger_529,female,1.0,4,2,TKT43896,,,Q,7,Mrs,Economy
530,1,2,Passenger_530,male,51.5,1,3,TKT95430,181.94,,C,5,Mr,Economy
531,1,3,Passenger_531,female,10.1,1,2,TKT38899,47.67,nan,S,4,Miss,Business
532,1,1,Passenger_532,female,26.3,0,0,TKT38229,138.99,,S,1,Miss,Business
533,1,3,Passenger_533,male,24.0,4,2,TKT15583,180.04,E46,S,7,Master,Economy
534,0,3,Passenger_534,male,,1,3,TKT14897,113.93,B28,C,5,Master,Economy
535,1,1,Passenger_535,male,,4,3,TKT81537,11.63,B28,S,8,Mr,Economy
536,1,1,Passenger_536,female,36.5,1,3,TKT14567,115.07,,C,5,Miss,Economy
537,1,1,Passenger_537,male,,4,0,TKT84807,77.63,,Q,5,Mrs,First
538,0,3,Passenger_538,female,10.9,2,3,TKT87239,232.76,C123,S,6,Miss,Business
539,0,2,Passenger_539,male,32.7,4,0,TKT23329,35.53,,Q,5,Mrs,Economy
540,0,3,Passenger_540,male,20.7,4,2,TKT81792,164.86,D56,S,7,Mrs,Business
541,1,2,Passenger_541,female,36.0,0,3,TKT10228,17.92,C85,C,4,Mr,Economy
542,0,2,Passenger_542,female,30.3,2,2,TKT92214,114.31,,C,5,Miss,Business
543,0,3,Passenger_543,male,21.0,3,1,TKT47052,140.72,B28,C,5,Mrs,Business
544,1,3,Passenger_544,female,36.8,0,2,TKT67769,78.0,,C,3,Master,Economy
545,0,1,Passenger_545,female,55.3,3,1,TKT56032,116.49,B28,S,5,Mrs,Economy
546,0,1,Passenger_546,female,27.3,1,2,TKT98721,45.07,nan,Q,4,Master,Business
547,0,1,Passenger_547,female,40.1,3,0,TKT43686,,,C,4,Master,Business
548,1,3,Passenger_548,female,11.9,4,2,TKT86981,157.17,,S,7,Miss,Business
549,0,3,Passenger_549,male,16.6,3,0,TKT73261,78.94,,Q,4,Master,First
550,1,3,Passenger_550,male,36.6,0,0,TKT12809,225.44,,C,1,Mrs,Economy
551,0,3,Passenger_551,female,50.8,0,3,TKT51785,,nan,Q,4,Master,First
552,1,3,Passenger_552,male,35.0,3,0,TKT46547,112.47,,C,4,Miss,First
553,0,3,Passenger_553,male,25.6,0,1,TKT52818,14.5,,Q,2,Mr,Economy
554,0,3,Passenger_554,female,,0,3,TKT81927,127.39,,Q,4,Mrs,Economy
555,1,1,Passenger_555,male,12.5,3,3,TKT75681,192.37,nan,C,7,Mrs,First
556,0,1,Passenger_556,female,38.5,2,2,TKT89465,70.06,,S,5,Miss,Economy
557,0,2,Passenger_557,female,42.4,2,0,TKT99862,202.66,,Q,3,Miss,Business
558,0,1,Passenger_558,male,23.7,1,0,TKT47333,66.69,nan,C,2,Miss,Business
559,1,3,Passenger_559,female,23.4,0,1,TKT26576,206.82,nan,Q,2,Miss,First
560,1,3,Passenger_560,female,33.7,3,2,TKT49405,25.89,C85,Q,6,Mrs,First
561,1,1,Passenger_561,female,23.9,0,2,TKT83779,217.22,C123,S,3,Mr,Economy
562,0,1,Passenger_562,female,29.1,4,3,TKT41601,127.3,,Q,8,Master,Economy
563,0,3,Passenger_563,female,59.4,0,3,TKT77946,77.65,B28,Q,4,Master,First
564,0,3,Passenger_564,male,26.5,0,3,TKT77356,69.95,C85,C,4,Mr,First
565,0,2,Passenger_565,male,25.0,2,1,TKT62116,110.84,E46,C,4,Mr,Business
566,0,3,Passenger_566,female,20.9,3,1,TKT72894,249.77,B28,S,5,Mr,Business
567,0,1,Passenger_567,female,40.4,0,3,TKT44635,,B28,Q,4,Miss,Economy
568,0,1,Passenger_568,male,27.5,2,2,TKT17465,30.29,,Q,5,Mrs,Business
569,1,3,Passenger_569,female,20.9,1,1,TKT66754,148.33,,Q,3,Mrs,Economy
570,0,3,Passenger_570,male,48.5,2,2,TKT95119,124.69,,S,5,Mrs,Economy
571,0,1,Passenger_571,female,49.9,2,2,TKT48871,133.43,nan,Q,5,Miss,Economy
572,1,3,Passenger_572,female,,2,0,TKT72874,168.4,C123,C,3,Mrs,Business
573,0,3,Passenger_573,female,3.9,0,3,TKT87733,70.45,E46,S,4,Miss,First
574,1,3,Passenger_574,female,,0,0,TKT39511,228.11,,C,1,Mrs,First
575,1,3,Passenger_575,female,20.4,1,3,TKT90960,111.74,,C,5,Mr,Business
576,1,3,Passenger_576,female,,4,3,TKT58821,36.63,,S,8,Master,First
577,0,3,Passenger_577,female,2.4,4,2,TKT75776,186.86,,C,7,Master,Economy
578,1,3,Passenger_578,male,42.5,4,3,TKT80167,162.56,E46,Q,8,Miss,First
579,0,1,Passenger_579,male,13.0,1,2,TKT85135,82.36,C123,S,4,Mrs,Business
580,0,1,Passenger_580,male,40.2,4,2,TKT54462,157.27,,C,7,Master,First
581,0,2,Passenger_581,female,30.2,4,3,TKT71382,58.87,,Q,8,Mr,Economy
582,1,3,Passenger_582,female,16.6,2,2,TKT42574,113.99,,Q,5,Mr,Economy
583,0,1,Passenger_583,female,24.3,0,2,TKT51910,225.36,,C,3,Mr,Business
584,0,3,Passenger_584,female,39.6,0,2,TKT83531,37.72,nan,Q,3,Miss,Business
585,1,3,Passenger_585,female,31.5,2,1,TKT35186,99.74,,S,4,Miss,Business
586,0,1,Passenger_586,female,38.2,2,2,TKT32813,206.18,D56,C,5,Mrs,Economy
587,0,3,Passenger_587,female,57.7,2,1,TKT88812,242.53,,Q,4,Mr,First
588,0,2,Passenger_588,male,8.1,0,1,TKT95525,116.21,,Q,2,Mrs,First
589,0,3,Passenger_589,female,52.6,4,2,TKT88282,129.21,,C,7,Mrs,Business
590,0,1,Passenger_590,male,31.5,2,2,TKT28557,145.18,D56,C,5,Mr,First
591,0,3,Passenger_591,male,17.4,1,1,TKT38060,233.43,,C,3,Mrs,First
592,1,3,Passenger_592,female,11.4,2,1,TKT68866,215.26,,C,4,Master,Business
593,0,3,Passenger_593,female,,3,2,TKT82104,46.8,C123,S,6,Miss,Business
594,0,3,Passenger_594,male,,2,2,TKT94577,112.01,nan,C,5,Mrs,Economy
595,1,3,Passenger_595,male,28.2,0,3,TKT16080,118.68,C123,S,4,Mr,Economy
596,0,3,Passenger_596,female,51.2,2,1,TKT23854,198.33,,S,4,Miss,Economy
597,1,3,Passenger_597,female,9.7,3,1,TKT77695,152.71,D56,C,5,Miss,Economy
598,0,3,Passenger_598,male,29.8,1,3,TKT37025,165.28,C123,S,5,Mrs,First
599,0,1,Passenger_599,female,,4,1,TKT62982,249.56,B28,C,6,Master,First
600,0,3,Passenger_600,female,35.1,2,0,TKT51081,23.37,nan,C,3,Mrs,Economy
601,0,3,Passenger_601,female,42.4,3,1,TKT14368,59.64,,Q,5,Master,Economy
602,0,3,Passenger_602,male,24.1,3,3,TKT37094,104.93,,C,7,Miss,Business
603,0,1,Passenger_603,male,,1,0,TKT56040,90.21,D56,Q,2,Mrs,First
604,0,3,Passenger_604,male,32.8,0,2,TKT76766,10.3,,S,3,Mr,First
605,0,2,Passenger_605,female,36.1,2,3,TKT93053,27.49,nan,Q,6,Mrs,Economy
